Gene_designations	OLN	Swiss-Prot-AC	Entry	SGD_X_ref
YCL001W-B	YCL001W-B	Q96VH2	YC01B_YEAST	S000007596
YCL002C;YCL2C	YCL002C	P25565	YCA2_YEAST	S000000508
YCL012C;YCL011C-A	YCL012C	Q8J0M4	YCB2_YEAST	S000029705
YCL021W-A	YCL021W-A	Q96VH3	YC021_YEAST	S000007549
YCL021W;YCL21W	YCL021W	P25561	YCC1_YEAST	S000000526
YCL022C;YCL22C	YCL022C	P25562	YCC2_YEAST	S000000527
YCL023C;YCL23C	YCL023C	P25563	YCC3_YEAST	S000000528
YCL041C;YCL41C	YCL041C	P25571	YCE1_YEAST	S000000546
YCL042W;YCL42W	YCL042W	P25572	YCE2_YEAST	S000000547
YCL046W;YCL46W	YCL046W	P25575	YCE6_YEAST	S000000551
YCL048W-A	YCL048W-A	Q2V2Q2	YC048_YEAST	S000087203
YCL049C;YCL49C	YCL049C	P25577	YCE9_YEAST	S000000554
YCL065W;YCL65W	YCL065W	P37264	YCG5_YEAST	S000000570
YCL068C;YCL68C	YCL068C	P25593	YCG8_YEAST	S000000573
YCL076W;YCL76W	YCL076W	P25602	YCH6_YEAST	S000000581
YCR001W;YCR021;YCR1W	YCR001W	P25347	YCP2_YEAST	S000000594
YCR006C;YCR044;YCR6C	YCR006C	P25350	YCP6_YEAST	S000000599
YCR007C;YCR045;YCR7C	YCR007C	P25354	YCP7_YEAST	S000000600
YCR013C;YCR13C	YCR013C	P25614	YCQ3_YEAST	S000000606
YCR015C;YCR15C	YCR015C	P25616	YCQ5_YEAST	S000000608
YCR016W;YCR16W	YCR016W	P25617	YCQ6_YEAST	S000000609
YCR018C-A	YCR018C-A	Q96VH1	YC018_YEAST	S000007230
YCR022C;YCR22C	YCR022C	P25620	YCR2_YEAST	S000000616
YCR023C;YCR23C;YCR241	YCR023C	P25351	YCR3_YEAST	S000000617
YCR024C-B	YCR024C-B	Q3E7Z8	YC204_YEAST	S000028818
YCR025C;YCR244;YCR25C	YCR025C	P25352	YCR5_YEAST	S000000620
YCR038W-A	YCR038W-A	Q96VG8	YC038_YEAST	S000007597
YCR041W;YCR41W	YCR041W	P37265	YCR41_YEAST	S000000637
YCR043C;YCR43C;YCR725	YCR043C	P25361	YCT3_YEAST	S000000639
YCR045W-A	YCR045W-A	Q8TGQ2	YC045_YEAST	S000028607
YCR047W-A	YCR047W-A	Q8TGQ1	YC047_YEAST	S000028608
YCR049C;YCR49C	YCR049C	P25629	YCT9_YEAST	S000000645
YCR050C;YCR50C	YCR050C	P25630	YCU0_YEAST	S000000646
YCR051W;YCR51W	YCR051W	P25631	YCU1_YEAST	S000000647
YCR061W;YCR062W;YCR61W;YCR62W;YCR904	YCR061W	P25639	YCV1_YEAST	S000000657
YCR064C;YCR64C	YCR064C	P25640	YCV4_YEAST	S000000660
YCR075W-A	YCR075W-A	Q3E830	YC075_YEAST	S000028519
YCR081C-A	YCR081C-A	Q8TGQ0	YC081_YEAST	S000028609
YCR085W;YCR85W	YCR085W	P25650	YCX5_YEAST	S000000681
YCR087C-A;YCRX16C	YCR087C-A	P37263	YC16_YEAST	S000007223
YCR087W;YCR87W	YCR087W	P25652	YCX7_YEAST	S000000683
YCR090C;YCR1104;YCR90C	YCR090C	P25654	YCY0_YEAST	S000000686
YCR095W-A	YCR095W-A	Q3E787	YC095_YEAST	S000029724
YCR097W-A	YCR097W-A	Q96VG6	YC097_YEAST	S000007632
YCR099C;YCR99C	YCR099C	P25657	YCY9_YEAST	S000000696
YCR100C	YCR100C	P25606	YCZ0_YEAST	S000000697
YCR101C	YCR101C	P25607	YCZ1_YEAST	S000000698
YCR102C	YCR102C	P25608	YCZ2_YEAST	S000000699
YCR102W-A	YCR102W-A	Q96VG5	YC102_YEAST	S000007231
YCR108C	YCR108C	Q3E819	YC108_YEAST	S000028536
YDL007C-A	YDL007C-A	Q2V2Q0	YD007_YEAST	S000113557
YDL009C	YDL009C	Q12210	YD009_YEAST	S000002167
YDL011C	YDL011C	Q12023	YD011_YEAST	S000002169
YDL012C;D2880	YDL012C	Q12489	YD012_YEAST	S000002170
YDL016C	YDL016C	Q12115	YD016_YEAST	S000002174
YDL022C-A;smORF101;SR3	YDL022C-A	P0C5L6	YD022_YEAST	S000028537
YDL023C	YDL023C	Q12264	YD023_YEAST	S000002181
YDL025W-A	YDL025W-A	Q8TGP7	YD025_YEAST	S000028610
YDL026W	YDL026W	Q12147	YDL26_YEAST	S000002184
YDL032W;D2767	YDL032W	Q12281	YD032_YEAST	S000002190
YDL034W;D2758	YDL034W	Q12448	YD034_YEAST	S000002192
YDL041W;D2717	YDL041W	Q12352	YD041_YEAST	S000002199
YDL050C	YDL050C	Q07355	YD050_YEAST	S000002208
YDL057W	YDL057W	Q07379	YD057_YEAST	S000002215
YDL062W	YDL062W	Q07410	YD062_YEAST	S000002220
YDL068W	YDL068W	Q07435	YD068_YEAST	S000002226
YDL071C	YDL071C	Q07438	YD071_YEAST	S000002229
YDL073W	YDL073W	Q07454	YD073_YEAST	S000002231
YDL085C-A	YDL085C-A	Q3E7B7	YD85C_YEAST	S000007588
YDL086C-A	YDL086C-A	Q8TGP8	YD086_YEAST	S000028611
YDL086W	YDL086W	Q07505	DLHH_YEAST	S000002244
YDL094C	YDL094C	Q07509	YD094_YEAST	S000002252
YDL109C;D2325	YDL109C	Q12103	YD109_YEAST	S000002267
YDL114W	YDL114W	Q07530	YD114_YEAST	S000002272
YDL114W-A	YDL114W-A	P0C5M5	YDL14_YEAST	S000007598
YDL118W	YDL118W	Q07535	YD118_YEAST	S000002276
YDL121C	YDL121C	Q07541	YD121_YEAST	S000002279
YDL124W;D2240	YDL124W	Q07551	KAR_YEAST	S000002282
YDL129W	YDL129W	Q07555	YD129_YEAST	S000002287
YDL144C	YDL144C	Q07589	YD144_YEAST	S000002303
YDL152W;D1551	YDL152W	Q12394	YD152_YEAST	S000002311
YDL157C;D1533	YDL157C	Q12082	YD157_YEAST	S000002316
YDL158C	YDL158C	Q12047	YD158_YEAST	S000002317
YDL159C-B	YDL159C-B	Q8TGP9	YD59B_YEAST	S000028612
YDL159W-A;YDL159W-B	YDL159W-A	Q3E774	YD159_YEAST	S000007599
YDL162C	YDL162C	Q12307	YD162_YEAST	S000002321
YDL163W	YDL163W	Q12148	YD163_YEAST	S000002322
YDL172C	YDL172C	Q12135	YD172_YEAST	S000002331
YDL176W	YDL176W	Q12027	YD176_YEAST	S000002335
YDL177C	YDL177C	Q12257	YD177_YEAST	S000002336
YDL180W	YDL180W	Q12301	YD180_YEAST	S000002339
YDL183C;D1293	YDL183C	P48569	YD183_YEAST	S000002342
YDL185C-A	YDL185C-A	P0C5M4	YD85A_YEAST	S000007600
YDL186W;D1281	YDL186W	P48568	YD186_YEAST	S000002345
YDL187C	YDL187C	Q07613	YD187_YEAST	S000002346
YDL196W;D1224	YDL196W	Q12187	YDL96_YEAST	S000002355
YDL199C;D1209	YDL199C	Q12407	YD199_YEAST	S000002358
YDL206W;D1053	YDL206W	Q12424	YD206_YEAST	S000002365
YDL211C;D1026	YDL211C	Q12121	YD211_YEAST	S000002370
YDL213W-A;D1019	YDL213W-A	Q00590	YD213_YEAST	-	
YDL218W	YDL218W	Q07629	YD218_YEAST	S000002377
YDL221W	YDL221W	Q07649	YD221_YEAST	S000002380
YDL228C	YDL228C	Q07658	YD228_YEAST	S000002387
YDL240C-A	YDL240C-A	P0C5L8	YD240_YEAST	S000007601
YDL241W	YDL241W	Q07738	YD241_YEAST	S000002400
YDL242W	YDL242W	Q07746	YD242_YEAST	S000002401
YDL247W-A	YDL247W-A	P0C5L9	YD247_YEAST	S000007602
YDR003W-A	YDR003W-A	Q3E7Z7	YD003_YEAST	S000028819
YDR008C	YDR008C	A0A023PZ99	YD008_YEAST	S000002415
YDR010C;PZE110	YDR010C	Q12426	YDR10_YEAST	S000002417
YDR015C;PZF129	YDR015C	Q12195	YD015_YEAST	S000002422
YDR018C;PZF396;YD9335.04C	YDR018C	Q12185	YD018_YEAST	S000002425
YDR029W	YDR029W	Q12111	YD029_YEAST	S000002436
YDR034C-A	YDR034C-A	P0C289	YD34A_YEAST	S000007233
YDR034W-B	YDR034W-B	Q6Q5X2	YD34B_YEAST	S000007234
YDR042C;YD6888.04c	YDR042C	Q03205	YD042_YEAST	S000002449
YDR048C	YDR048C	A0A023PZE6	YD048_YEAST	S000002455
YDR053W	YDR053W	Q07790	YD053_YEAST	S000002460
YDR056C;D4219	YDR056C	Q12025	YD056_YEAST	S000002463
YDR061W;D4241	YDR061W	Q12298	YD061_YEAST	S000002468
YDR089W;D4495;YD8554.22	YDR089W	P38966	YD089_YEAST	S000002496
YDR090C	YDR090C	Q03193	YD090_YEAST	S000002497
YDR094W	YDR094W	A0A023PYD3	YD94W_YEAST	S000002501
YDR095C	YDR095C	Q03831	YD095_YEAST	S000002502
YDR102C	YDR102C	Q03864	YD102_YEAST	S000002509
YDR109C	YDR109C	Q04585	YDR09_YEAST	S000002516
YDR114C	YDR114C	Q04597	YDR14_YEAST	S000002521
YDR115W;YD9727.10	YDR115W	Q04598	RM34_YEAST	S000002522
YDR118W-A	YDR118W-A	P0C5L7	YD18A_YEAST	S000028820
YDR119W-A	YDR119W-A	Q2V2P9	YD19A_YEAST	S000113555
YDR124W	YDR124W	Q04608	YD124_YEAST	S000002531
YDR131C	YDR131C	Q03899	YD131_YEAST	S000002538
YDR132C	YDR132C	Q03900	YD132_YEAST	S000002539
YDR133C	YDR133C	Q03904	YDR33_YEAST	S000002540
YDR149C	YDR149C	A0A023PXH9	YD149_YEAST	S000002556
YDR154C	YDR154C	A0A023PZA4	YD154_YEAST	S000002561
YDR157W	YDR157W	A0A023PZE8	YD57W_YEAST	S000002564
YDR169C-A;smORF118;SR2	YDR169C-A	Q3E789	YD169_YEAST	S000028538
YDR179W-A;YD9395.13	YDR179W-A	Q03983	YD179_YEAST	S000002587
YDR182W-A;smORF121;SR1	YDR182W-A	Q3E796	YD182_YEAST	S000028539
YDR183C-A;smORF122	YDR183C-A	P0C5M3	YD83A_YEAST	S000028540
YDR187C	YDR187C	A0A023PYD7	YD87C_YEAST	S000002595
YDR193W	YDR193W	P0C5E0	YD193_YEAST	S000002601
YDR194W-A;smORF123	YDR194W-A	Q3E818	YD194_YEAST	S000028541
YDR199W	YDR199W	A0A023PXB9	YD99W_YEAST	S000002607
YDR203W	YDR203W	A0A023PXI4	YD203_YEAST	S000002611
YDR209C;YD8142A.06c	YDR209C	Q03480	YD209_YEAST	S000002617
YDR210W;YD8142.07	YDR210W	Q03482	YD210_YEAST	S000002618
YDR215C;YD8142.15c;YD8142B.07c	YDR215C	Q12240	YD215_YEAST	S000002623
YDR220C	YDR220C	Q04923	YD220_YEAST	S000002628
YDR222W	YDR222W	Q04925	YDR22_YEAST	S000002630
YDR230W	YDR230W	A0A023PZA9	YD230_YEAST	S000002638
YDR239C	YDR239C	Q03780	YD239_YEAST	S000002647
YDR246W-A;smORF127	YDR246W-A	Q3E763	YD246_YEAST	S000028542
YDR248C	YDR248C	Q03786	GNTK_YEAST	S000002656
YDR249C	YDR249C	Q03787	YD249_YEAST	S000002657
YDR250C	YDR250C	Q03788	YD250_YEAST	S000002658
YDR262W;YD9320B.01	YDR262W	Q12331	YFAS1_YEAST	S000002670
YDR269C	YDR269C	P87281	YD269_YEAST	S000002677
YDR271C	YDR271C	P87282	YD271_YEAST	S000002679
YDR274C;D9954.4A	YDR274C	P87283	YD274_YEAST	S000002682
YDR278C	YDR278C	Q05612	YD278_YEAST	S000002686
YDR286C	YDR286C	Q05530	YD286_YEAST	S000002694
YDR290W	YDR290W	P87280	YD290_YEAST	S000002698
YDR306C	YDR306C	Q06640	YD306_YEAST	S000002714
YDR320W-B	YDR320W-B	P0C5M0	YD320_YEAST	S000028821
YDR327W	YDR327W	P87288	YD327_YEAST	S000002735
YDR338C;D9651.8	YDR338C	Q05497	YD338_YEAST	S000002746
YDR340W	YDR340W	Q05503	YD340_YEAST	S000002748
YDR341C;D9651.10	YDR341C	Q05506	SYRC_YEAST	S000002749
YDR344C	YDR344C	Q05510	YD344_YEAST	S000002752
YDR354C-A	YDR354C-A	Q8TGP6	YD354_YEAST	S000028613
YDR355C	YDR355C	P87285	YD355_YEAST	S000002763
YDR366C	YDR366C	P87287	YD366_YEAST	S000002774
YDR371C-A	YDR371C-A	P0C5M1	YD371_YEAST	S000028822
YDR381C-A	YDR381C-A	Q3E6R5	YD381_YEAST	S000007650
YDR387C	YDR387C	Q04162	YD387_YEAST	S000002795
YDR391C	YDR391C	Q04170	YD391_YEAST	S000002799
YDR396W	YDR396W	O13522	YD396_YEAST	S000002804
YDR401W	YDR401W	O13523	YD401_YEAST	S000002809
YDR406W-A;smORF144	YDR406W-A	P0C5M2	YD406_YEAST	S000028543
YDR413C	YDR413C	P87266	YD413_YEAST	S000002821
YDR415C	YDR415C	Q04033	YD415_YEAST	S000002823
YDR417C	YDR417C	P87267	YD417_YEAST	S000002825
YDR426C	YDR426C	P87268	YD426_YEAST	S000002834
YDR431W	YDR431W	Q04069	YD431_YEAST	S000002839
YDR433W	YDR433W	P87269	YD433_YEAST	S000002841
YDR442W	YDR442W	P87270	YD442_YEAST	S000002850
YDR444W	YDR444W	Q04093	YD444_YEAST	S000002852
YDR445C	YDR445C	Q04100	YD445_YEAST	S000002853
YDR455C	YDR455C	P87271	YD455_YEAST	S000002863
YDR461C-A	YDR461C-A	Q2V2P7	YD461_YEAST	S000087209
YDR464C-A	YDR464C-A	Q8TGP5	YD464_YEAST	S000028614
YDR467C	YDR467C	P87264	YD467_YEAST	S000002875
YDR476C	YDR476C	Q03362	YD476_YEAST	S000002884
YDR491C	YDR491C	Q03418	YD491_YEAST	S000002899
YDR509W	YDR509W	P87272	YD509_YEAST	S000002917
YDR510C-A	YDR510C-A	Q8TGR7	YD510_YEAST	S000028615
YDR514C	YDR514C	Q04408	YD514_YEAST	S000002922
YDR521W	YDR521W	P87273	YD521_YEAST	S000002929
YDR524C-A;YDR524C-C	YDR524C-A	Q8TGR6	YD24A_YEAST	S000028616
YDR524C-B	YDR524C-B	Q3E6R4	YD24B_YEAST	S000028739
YDR524W-C;YDR524W-A	YDR524W-C	P0C1Z1	YD24C_YEAST	S000028740
YDR526C	YDR526C	P87274	YD526_YEAST	S000002934
YDR535C	YDR535C	Q04434	YD535_YEAST	S000002943
YDR537C	YDR537C	P87261	YD537_YEAST	S000002945
YDR541C	YDR541C	Q03049	YD541_YEAST	S000002949
YDR543C;D3703.6	YDR543C	Q03051	YD543_YEAST	S000002951
YDR544C	YDR544C	Q03057	YD544_YEAST	S000002952
YDR545C-A	YDR545C-A	P0CL37	YD545_YEAST	S000028617
YEL008C-A	YEL008C-A	Q8TGP3	YE008_YEAST	S000028618
YEL008W	YEL008W	P40001	YEA8_YEAST	S000000734
YEL009C-A	YEL009C-A	A0A023PZF2	YE009_YEAST	S000028741
YEL010W	YEL010W	P40000	YEB0_YEAST	S000000736
YEL014C	YEL014C	P39999	YEB4_YEAST	S000000740
YEL018C-A	YEL018C-A	A0A023PYD9	YE018_YEAST	S000028742
YEL020C	YEL020C	P39994	YEC0_YEAST	S000000746
YEL020C-B;smORF171	YEL020C-B	P0C5M6	YE020_YEAST	S000028544
YEL023C	YEL023C	P39992	YEC3_YEAST	S000000749
YEL025C	YEL025C	P39991	YEC5_YEAST	S000000751
YEL028W	YEL028W	P39989	YEC8_YEAST	S000000754
YEL030C-A	YEL030C-A	Q8TGR5	YE030_YEAST	S000028619
YEL032C-A	YEL032C-A	Q8TGP4	YE032_YEAST	S000028620
YEL034C-A	YEL034C-A	Q02217	YE034_YEAST	S000028743
YEL043W;SYGP-ORF14	YEL043W	P32618	YEF3_YEAST	S000000769
YEL045C;SYGP-ORF33	YEL045C	P32616	YEF5_YEAST	S000000771
YEL050W-A;smORF167	YEL050W-A	P0C5M7	YE050_YEAST	S000028545
YEL053W-A	YEL053W-A	A0A023PXC2	YE53A_YEAST	S000028744
YEL057C	YEL057C	P39983	YEG7_YEAST	S000000783
YEL067C	YEL067C	P39978	YEH7_YEAST	S000000793
YEL068C	YEL068C	P39977	YEH8_YEAST	S000000794
YEL073C	YEL073C	P39974	YEI3_YEAST	S000000799
YEL074W	YEL074W	P39973	YEI4_YEAST	S000000800
YEL075C	YEL075C	P39972	YEI5_YEAST	S000000801
YEL075W-A;YEL076W-C	YEL075W-A	P89888	YE075_YEAST	S000002956
YEL076C	YEL076C	P39971	YEI6_YEAST	S000000802
YEL076C-A	YEL076C-A	P0CX16	YE076_YEAST	S000002955
YEL077C	YEL077C	Q3E7X8	YE077_YEAST	S000006409
YEL077W-A	YEL077W-A	P0CX95	YE07A_YEAST	S000028621
YER006C-A	YER006C-A	A0A023PXI8	YE006_YEAST	S000028745
YER010C	YER010C	P40011	RRAAH_YEAST	S000000812
YER023C-A	YER023C-A	Q8TGP2	YE023_YEAST	S000028622
YER034W	YER034W	P40022	YEM4_YEAST	S000000836
YER039C-A	YER039C-A	P0CD97	YR039_YEAST	S000007226
YER046W-A	YER046W-A	A0A023PZF5	YE046_YEAST	S000028747
YER053C-A	YER053C-A	Q3E7B0	YE053_YEAST	S000007523
YER066C-A	YER066C-A	P87263	YE066_YEAST	S000002959
YER067C-A	YER067C-A	A0A023PYE4	YE067_YEAST	S000028748
YER068C-A	YER068C-A	A0A023PXC7	YE068_YEAST	S000028749
YER076C	YER076C	P40049	YEQ6_YEAST	S000000878
YER076W-A	YER076W-A	A0A023PXJ3	YE76A_YEAST	S000028750
YER078W-A	YER078W-A	Q3E7A2	YE078_YEAST	S000028546
YER079C-A	YER079C-A	A0A023PZB8	YE079_YEAST	S000028751
YER079W	YER079W	P40052	YEQ9_YEAST	S000000881
YER084W	YER084W	P40057	YER4_YEAST	S000000886
YER084W-A	YER084W-A	A0A023PZG0	YE084_YEAST	S000028752
YER085C	YER085C	P40058	YER5_YEAST	S000000887
YER087C-A	YER087C-A	A0A023PYE9	YE087_YEAST	S000028753
YER088C-A	YER088C-A	A0A023PXD3	YE88A_YEAST	S000028754
YER088W-B;YER088W-A	YER088W-B	Q8TGR4	YE088_YEAST	S000028623
YER090C-A	YER090C-A	P0C5M8	YE090_YEAST	S000029725
YER091C-A	YER091C-A	Q02590	YE091_YEAST	S000007238
YER097W	YER097W	P40062	YES7_YEAST	S000000899
YER107W-A	YER107W-A	A0A023PXJ7	YE107_YEAST	S000028755
YER119C-A	YER119C-A	P87191	YE119_YEAST	S000002961
YER121W	YER121W	P40076	YEV1_YEAST	S000000923
YER130C	YER130C	P39959	YEW0_YEAST	S000000932
YER133W-A	YER133W-A	A0A023PZC3	YE133_YEAST	S000028756
YER134C	YER134C	P40081	MGDP1_YEAST	S000000936
YER135C	YER135C	P40082	YEW5_YEAST	S000000937
YER137C	YER137C	P40083	YEW7_YEAST	S000000939
YER137W-A	YER137W-A	A0A023PZG5	YE137_YEAST	S000028757
YER138W-A	YER138W-A	P0C270	YE38A_YEAST	S000007239
YER145C-A	YER145C-A	A0A023PYF4	YE145_YEAST	S000028758
YER147C-A	YER147C-A	A0A023PXD5	YE147_YEAST	S000028759
YER148W-A	YER148W-A	A0A023PXK2	YE148_YEAST	S000028760
YER152C	YER152C	P10356	YEY2_YEAST	S000000954
YER152W-A	YER152W-A	A0A023PZC7	YE152_YEAST	S000028761
YER156C	YER156C	P40093	YEY6_YEAST	S000000958
YER158C	YER158C	P40095	YEY8_YEAST	S000000960
YER158W-A	YER158W-A	Q8TGR3	YE158_YEAST	S000028624
YER165C-A	YER165C-A	A0A023PZH1	YE165_YEAST	S000028762
YER172C-A	YER172C-A	A0A023PYF7	YE172_YEAST	S000028763
YER175W-A	YER175W-A	Q8TGU4	YE175_YEAST	S000028625
YER181C	YER181C	P40097	YE11_YEAST	S000000983
YER184C	YER184C	P39961	YE14_YEAST	S000000986
YER186C	YER186C	P40101	YE16_YEAST	S000000988
YER187W	YER187W	P40102	YE17_YEAST	S000000989
YER188C-A	YER188C-A	P0C0V2	YE18A_YEAST	S000028764
YER188W	YER188W	P40103	YE18_YEAST	S000000990
YER189W	YER189W	P40104	YE19_YEAST	S000000991
YER190C-A	YER190C-A	P0CL27	YER90_YEAST	S000028626
YER190C-B	YER190C-B	P0CX94	YE190_YEAST	S000028627
YFL012W	YFL012W	P43580	YFB2_YEAST	S000001882
YFL012W-A	YFL012W-A	Q03186	YFL12_YEAST	S000002964
YFL013W-A	YFL013W-A	Q03187	YF013_YEAST	S000028628
YFL015C	YFL015C	P43578	YFB5_YEAST	S000001879
YFL015W-A	YFL015W-A	A0A023PXD9	YF015_YEAST	S000028765
YFL019C	YFL019C	P43576	YFB9_YEAST	S000001875
YFL021C-A	YFL021C-A	A0A023PXK7	YF021_YEAST	S000028766
YFL031C-A;YFL030C-A	YFL031C-A	Q8TGU3	YF030_YEAST	S000028629
YFL032W	YFL032W	P43566	YFD2_YEAST	S000001862
YFL034W	YFL034W	P43564	YFD4_YEAST	S000001860
YFL040W	YFL040W	P43562	YFE0_YEAST	S000001854
YFL041W-A	YFL041W-A	Q3E817	YF041_YEAST	S000028547
YFL051C	YFL051C	P43552	YFF1_YEAST	S000001843
YFL052W	YFL052W	P43551	YFF2_YEAST	S000001842
YFL054C	YFL054C	P43549	YFF4_YEAST	S000001840
YFL057C	YFL057C	P43546	YFL57_YEAST	S000001837
YFL063W	YFL063W	P43541	YFG3_YEAST	S000001831
YFL064C	YFL064C	P43540	YFG4_YEAST	S000001830
YFL065C	YFL065C	P43539	YFG5_YEAST	S000001829
YFL066C	YFL066C	P43538	YFG6_YEAST	S000001828
YFL067W	YFL067W	P43537	YFG7_YEAST	S000001827
YFL068W	YFL068W	P0CX99	YFG8_YEAST	S000001826
YFR006W	YFR006W	P43590	YFH6_YEAST	S000001902
YFR009W-A	YFR009W-A	P0C5M9	YF009_YEAST	S000028823
YFR010W-A	YFR010W-A	P0C5N0	YF010_YEAST	S000028824
YFR012W-A	YFR012W-A	Q3E838	YF012_YEAST	S000007606
YFR016C	YFR016C	P43597	YFI6_YEAST	S000001912
YFR018C	YFR018C	P43599	YFI8_YEAST	S000001914
YFR020W	YFR020W	P43600	YFJ0_YEAST	S000001916
YFR032C-B	YFR032C-B	Q8TGU2	YF032_YEAST	S000028630
YFR034W-A	YFR034W-A	Q8TGR2	YF034_YEAST	S000028631
YFR035C	YFR035C	P43608	YFK5_YEAST	S000001931
YFR036W-A	YFR036W-A	A0A023PZD0	YF036_YEAST	S000028767
YFR045W	YFR045W	P43617	YFL5_YEAST	S000001941
YFR052C-A	YFR052C-A	A0A023PZH4	YF052_YEAST	S000028768
YFR054C	YFR054C	P43622	YFM4_YEAST	S000001950
YFR056C	YFR056C	P43624	YFM6_YEAST	S000001951
YFR057W	YFR057W	P43625	YFM7_YEAST	S000001953
YGL006W-A	YGL006W-A	Q3E802	YG006_YEAST	S000028769
YGL007C-A	YGL007C-A	Q8TGU0	YG007_YEAST	S000028632
YGL010W;YGL021	YGL010W	P25338	YGB0_YEAST	S000002978
YGL014C-A	YGL014C-A	P0C5N1	YG014_YEAST	S000028825
YGL015C;YGL026	YGL015C	P33199	YGB5_YEAST	S000002983
YGL024W	YGL024W	P53190	YGC4_YEAST	S000002992
YGL034C	YGL034C	P53186	YGD4_YEAST	S000003002
YGL036W	YGL036W	P53185	YG036_YEAST	S000003004
YGL039W	YGL039W	P53183	YGD9_YEAST	S000003007
YGL041C	YGL041C	P53182	YGE1_YEAST	S000003009
YGL041C-B	YGL041C-B	Q3E750	YG41B_YEAST	S000028548
YGL041W-A	YGL041W-A	P0C5N3	YG41A_YEAST	S000028826
YGL042C	YGL042C	P53181	YGE2_YEAST	S000003010
YGL052W	YGL052W	P53175	YGF2_YEAST	S000003020
YGL063C-A	YGL063C-A	Q8TGP0	YG063_YEAST	S000028633
YGL069C	YGL069C	P53162	YGG9_YEAST	S000003037
YGL072C	YGL072C	P53161	YGH2_YEAST	S000003040
YGL074C	YGL074C	P53160	YGH4_YEAST	S000003042
YGL081W	YGL081W	P53156	YGI1_YEAST	S000003049
YGL082W	YGL082W	P53155	YGI2_YEAST	S000003050
YGL088W	YGL088W	P53151	YGI8_YEAST	S000003056
YGL101W	YGL101W	P53144	YGK1_YEAST	S000003069
YGL102C	YGL102C	P53143	YGK2_YEAST	S000003070
YGL108C;G3070	YGL108C	P53139	YGK8_YEAST	S000003076
YGL109W;G3065	YGL109W	P53138	YGK9_YEAST	S000003077
YGL114W	YGL114W	P53134	YGL4_YEAST	S000003082
YGL117W	YGL117W	P53133	YGL7_YEAST	S000003085
YGL118C	YGL118C	P53132	YGL8_YEAST	S000003086
YGL123C-A	YGL123C-A	Q8TGP1	YG123_YEAST	S000028634
YGL132W;G2847	YGL132W	P53126	YGN2_YEAST	S000003100
YGL138C;G2816	YGL138C	P53122	YGN8_YEAST	S000003106
YGL140C	YGL140C	P53120	YGO0_YEAST	S000003108
YGL149W;G1895	YGL149W	P53116	YGO9_YEAST	S000003117
YGL152C;G1873	YGL152C	P53113	YGP2_YEAST	S000003120
YGL159W;G1840	YGL159W	P53110	YGP9_YEAST	S000003127
YGL165C;G1814	YGL165C	P53106	YGR5_YEAST	S000003133
YGL176C;G1636	YGL176C	P46945	YGS6_YEAST	S000003144
YGL177W;BIB115	YGL177W	P53105	YGS7_YEAST	S000003145
YGL182C;G1607	YGL182C	P53103	YGT2_YEAST	S000003150
YGL185C;G1380	YGL185C	P53100	YGT5_YEAST	S000003153
YGL188C	YGL188C	P53098	YGT8_YEAST	S000003156
YGL188C-A	YGL188C-A	Q8TGU1	YG188_YEAST	S000028635
YGL193C;G1334	YGL193C	P53097	YGU3_YEAST	S000003161
YGL194C-A	YGL194C-A	Q2V2P6	YG194_YEAST	S000087160
YGL199C;G1301	YGL199C	P53092	YGU9_YEAST	S000003167
YGL204C	YGL204C	P53089	YGV4_YEAST	S000003172
YGL214W	YGL214W	P53087	YGW4_YEAST	S000003182
YGL217C	YGL217C	P53085	YGW7_YEAST	S000003185
YGL218W	YGL218W	P53084	YGW8_YEAST	S000003186
YGL230C	YGL230C	P53074	YGY0_YEAST	S000003199
YGL235W	YGL235W	P53071	YGY5_YEAST	S000003204
YGL239C;HRE104	YGL239C	P53069	YGY9_YEAST	S000003208
YGL242C;HRE181	YGL242C	P53066	YGZ2_YEAST	S000003211
YGL258W-A	YGL258W-A	Q3E740	YG258_YEAST	S000007607
YGL260W;NRB76	YGL260W	P53056	YGZE_YEAST	S000003229
YGL262W;NRB175	YGL262W	P53054	YGZG_YEAST	S000003231
YGR011W	YGR011W	P53205	YG16_YEAST	S000003243
YGR012W	YGR012W	P53206	CYSKL_YEAST	S000003244
YGR016W	YGR016W	P53209	YG1A_YEAST	S000003248
YGR017W	YGR017W	P53210	YG1B_YEAST	S000003249
YGR018C	YGR018C	P53211	YG1C_YEAST	S000003250
YGR021W	YGR021W	P53212	YG1D_YEAST	S000003253
YGR022C	YGR022C	P53213	YG1E_YEAST	S000003254
YGR025W	YGR025W	P53216	YG1H_YEAST	S000003257
YGR026W	YGR026W	P53217	YG1I_YEAST	S000003258
YGR035C	YGR035C	P53222	YG1O_YEAST	S000003267
YGR035W-A	YGR035W-A	Q45U48	YG035_YEAST	S000028827
YGR039W	YGR039W	P53225	YG1R_YEAST	S000003271
YGR042W	YGR042W	P53227	YG1T_YEAST	S000003274
YGR045C	YGR045C	P53229	YG1V_YEAST	S000003277
YGR050C	YGR050C	P53231	YG1X_YEAST	S000003282
YGR051C	YGR051C	P53232	YG1Y_YEAST	S000003283
YGR053C	YGR053C	P53234	YG21_YEAST	S000003285
YGR054W	YGR054W	P53235	EIF2A_YEAST	S000003286
YGR064W	YGR064W	P53240	YG27_YEAST	S000003296
